GEOID,Location,POP,Total_Households,Median_HH_Income,Low_Income_HH,Low_Income_Rate,HH_SNAP,SNAP_Rate,Public_Assistance_HH,Public_Assistance_Rate,Children_0_17,Children_0_4,Children_5_17,Child_Dependency_Rate,Elderly_65_Plus,Elderly_65_74,Elderly_75_Plus,Elderly_Dependency_Rate,Total_Dependency_Rate,HH_With_Children,HH_With_Children_Rate,Single_Parent_HH,Single_Parent_Rate,Renter_Occupied,Renter_Rate,Vacant_Housing_Units,Vacancy_Rate,Built_Before_1940,Old_Housing_Rate,Total_Workers,Workers_No_Car,No_Car_Rate,HH_No_Internet,No_Internet_Rate
291892137022,"Block Group, St. Louis County, Missouri",1292,516,94485,50,9.7,33,6.5,10,2.0,232,58,174,18.0,219,129,90,17.0,35.0,144,28.0,41,8.0,159,31.0,41,8.0,0,0.0,516,41,8.0,20,4.0
291892137023,"Block Group, St. Louis County, Missouri",1127,450,79397,43,9.7,29,6.5,9,2.0,202,50,152,18.0,191,112,78,17.0,35.0,126,28.0,36,8.0,139,31.0,36,8.0,0,0.0,450,36,8.0,18,4.0
291892137024,"Block Group, St. Louis County, Missouri",1412,564,104363,54,9.7,36,6.5,11,2.0,254,63,190,18.0,240,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892138001,"Block Group, St. Louis County, Missouri",1300,520,76179,50,9.7,33,6.5,10,2.0,234,58,175,18.0,221,130,91,17.0,35.0,145,28.0,41,8.0,161,31.0,41,8.0,0,0.0,520,41,8.0,20,4.0
291892138002,"Block Group, St. Louis County, Missouri",919,367,91731,35,9.7,23,6.5,7,2.0,165,41,124,18.0,156,91,64,17.0,35.0,102,28.0,29,8.0,113,31.0,29,8.0,0,0.0,367,29,8.0,14,4.0
291892138003,"Block Group, St. Louis County, Missouri",1103,441,86596,42,9.7,28,6.5,8,2.0,198,49,148,18.0,187,110,77,17.0,35.0,123,28.0,35,8.0,136,31.0,35,8.0,0,0.0,441,35,8.0,17,4.0
291892138004,"Block Group, St. Louis County, Missouri",575,230,97088,22,9.7,14,6.5,4,2.0,103,25,77,18.0,97,57,40,17.0,35.0,64,28.0,18,8.0,71,31.0,18,8.0,0,0.0,230,18,8.0,9,4.0
291892138005,"Block Group, St. Louis County, Missouri",804,321,69780,31,9.7,20,6.5,6,2.0,144,36,108,18.0,136,80,56,17.0,35.0,89,28.0,25,8.0,99,31.0,25,8.0,0,0.0,321,25,8.0,12,4.0
291892138006,"Block Group, St. Louis County, Missouri",1765,706,61423,68,9.7,45,6.5,14,2.0,317,79,238,18.0,300,176,123,17.0,35.0,197,28.0,56,8.0,218,31.0,56,8.0,0,0.0,706,56,8.0,28,4.0
291892139001,"Block Group, St. Louis County, Missouri",1308,523,82554,50,9.7,33,6.5,10,2.0,235,58,176,18.0,222,130,91,17.0,35.0,146,28.0,41,8.0,162,31.0,41,8.0,0,0.0,523,41,8.0,20,4.0
291892139002,"Block Group, St. Louis County, Missouri",938,375,101584,36,9.7,24,6.5,7,2.0,168,42,126,18.0,159,93,65,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,375,30,8.0,15,4.0
291892141001,"Block Group, St. Louis County, Missouri",1942,776,51866,75,9.7,50,6.5,15,2.0,349,87,262,18.0,330,194,135,17.0,35.0,217,28.0,62,8.0,240,31.0,62,8.0,0,0.0,776,62,8.0,31,4.0
291892141002,"Block Group, St. Louis County, Missouri",757,302,93564,29,9.7,19,6.5,6,2.0,136,34,102,18.0,128,75,52,17.0,35.0,84,28.0,24,8.0,93,31.0,24,8.0,0,0.0,302,24,8.0,12,4.0
291892142001,"Block Group, St. Louis County, Missouri",816,326,75611,31,9.7,21,6.5,6,2.0,146,36,110,18.0,138,81,57,17.0,35.0,91,28.0,26,8.0,101,31.0,26,8.0,0,0.0,326,26,8.0,13,4.0
291892142002,"Block Group, St. Louis County, Missouri",1392,556,91818,53,9.7,36,6.5,11,2.0,250,62,187,18.0,236,139,97,17.0,35.0,155,28.0,44,8.0,172,31.0,44,8.0,0,0.0,556,44,8.0,22,4.0
291892142003,"Block Group, St. Louis County, Missouri",1250,500,82869,48,9.7,32,6.5,10,2.0,225,56,168,18.0,212,125,87,17.0,35.0,140,28.0,40,8.0,155,31.0,40,8.0,0,0.0,500,40,8.0,20,4.0
291892143001,"Block Group, St. Louis County, Missouri",1027,410,100826,39,9.7,26,6.5,8,2.0,184,46,138,18.0,174,102,71,17.0,35.0,114,28.0,32,8.0,127,31.0,32,8.0,0,0.0,410,32,8.0,16,4.0
291892143002,"Block Group, St. Louis County, Missouri",1140,456,86536,44,9.7,29,6.5,9,2.0,205,51,153,18.0,193,114,79,17.0,35.0,127,28.0,36,8.0,141,31.0,36,8.0,0,0.0,456,36,8.0,18,4.0
291892143003,"Block Group, St. Louis County, Missouri",1134,453,83035,43,9.7,29,6.5,9,2.0,204,51,153,18.0,192,113,79,17.0,35.0,126,28.0,36,8.0,140,31.0,36,8.0,0,0.0,453,36,8.0,18,4.0
291892144001,"Block Group, St. Louis County, Missouri",1272,508,79004,49,9.7,33,6.5,10,2.0,228,57,171,18.0,216,127,89,17.0,35.0,142,28.0,40,8.0,157,31.0,40,8.0,0,0.0,508,40,8.0,20,4.0
291892144002,"Block Group, St. Louis County, Missouri",932,372,93387,36,9.7,24,6.5,7,2.0,167,41,125,18.0,158,93,65,17.0,35.0,104,28.0,29,8.0,115,31.0,29,8.0,0,0.0,372,29,8.0,14,4.0
291892144003,"Block Group, St. Louis County, Missouri",1908,763,85088,74,9.7,49,6.5,15,2.0,343,85,257,18.0,324,190,133,17.0,35.0,213,28.0,61,8.0,236,31.0,61,8.0,0,0.0,763,61,8.0,30,4.0
291892144004,"Block Group, St. Louis County, Missouri",1634,653,94012,63,9.7,42,6.5,13,2.0,294,73,220,18.0,277,163,114,17.0,35.0,182,28.0,52,8.0,202,31.0,52,8.0,0,0.0,653,52,8.0,26,4.0
291892144005,"Block Group, St. Louis County, Missouri",1713,685,85991,66,9.7,44,6.5,13,2.0,308,77,231,18.0,291,171,119,17.0,35.0,191,28.0,54,8.0,212,31.0,54,8.0,0,0.0,685,54,8.0,27,4.0
291892145001,"Block Group, St. Louis County, Missouri",1425,570,94401,55,9.7,37,6.5,11,2.0,256,64,192,18.0,242,142,99,17.0,35.0,159,28.0,45,8.0,176,31.0,45,8.0,0,0.0,570,45,8.0,22,4.0
291892145002,"Block Group, St. Louis County, Missouri",1367,546,66832,52,9.7,35,6.5,10,2.0,246,61,184,18.0,232,136,95,17.0,35.0,152,28.0,43,8.0,169,31.0,43,8.0,0,0.0,546,43,8.0,21,4.0
291892145003,"Block Group, St. Louis County, Missouri",1349,539,53114,52,9.7,35,6.5,10,2.0,242,60,182,18.0,229,134,94,17.0,35.0,150,28.0,43,8.0,167,31.0,43,8.0,0,0.0,539,43,8.0,21,4.0
291892146011,"Block Group, St. Louis County, Missouri",1337,534,87641,51,9.7,34,6.5,10,2.0,240,60,180,18.0,227,133,93,17.0,35.0,149,28.0,42,8.0,165,31.0,42,8.0,0,0.0,534,42,8.0,21,4.0
291892146012,"Block Group, St. Louis County, Missouri",1836,734,83710,71,9.7,47,6.5,14,2.0,330,82,247,18.0,312,183,128,17.0,35.0,205,28.0,58,8.0,227,31.0,58,8.0,0,0.0,734,58,8.0,29,4.0
291892146013,"Block Group, St. Louis County, Missouri",1713,685,81432,66,9.7,44,6.5,13,2.0,308,77,231,18.0,291,171,119,17.0,35.0,191,28.0,54,8.0,212,31.0,54,8.0,0,0.0,685,54,8.0,27,4.0
291892146014,"Block Group, St. Louis County, Missouri",928,371,60270,35,9.7,24,6.5,7,2.0,167,41,125,18.0,157,92,64,17.0,35.0,103,28.0,29,8.0,115,31.0,29,8.0,0,0.0,371,29,8.0,14,4.0
291892146021,"Block Group, St. Louis County, Missouri",950,380,60948,36,9.7,24,6.5,7,2.0,171,42,128,18.0,161,95,66,17.0,35.0,106,28.0,30,8.0,117,31.0,30,8.0,0,0.0,380,30,8.0,15,4.0
291892146022,"Block Group, St. Louis County, Missouri",1594,637,78326,61,9.7,41,6.5,12,2.0,286,71,215,18.0,270,159,111,17.0,35.0,178,28.0,50,8.0,197,31.0,50,8.0,0,0.0,637,51,8.0,25,4.0
291892146023,"Block Group, St. Louis County, Missouri",1569,627,82542,60,9.7,40,6.5,12,2.0,282,70,211,18.0,266,156,109,17.0,35.0,175,28.0,50,8.0,194,31.0,50,8.0,0,0.0,627,50,8.0,25,4.0
291892147001,"Block Group, St. Louis County, Missouri",1759,703,97343,68,9.7,45,6.5,14,2.0,316,79,237,18.0,299,175,123,17.0,35.0,196,28.0,56,8.0,217,31.0,56,8.0,0,0.0,703,56,8.0,28,4.0
291892147002,"Block Group, St. Louis County, Missouri",1080,432,77326,41,9.7,28,6.5,8,2.0,194,48,145,18.0,183,108,75,17.0,35.0,120,28.0,34,8.0,133,31.0,34,8.0,0,0.0,432,34,8.0,17,4.0
291892147003,"Block Group, St. Louis County, Missouri",1125,450,57121,43,9.7,29,6.5,9,2.0,202,50,151,18.0,191,112,78,17.0,35.0,126,28.0,36,8.0,139,31.0,36,8.0,0,0.0,450,36,8.0,18,4.0
291892147004,"Block Group, St. Louis County, Missouri",1611,644,99272,62,9.7,41,6.5,12,2.0,289,72,217,18.0,273,161,112,17.0,35.0,180,28.0,51,8.0,199,31.0,51,8.0,0,0.0,644,51,8.0,25,4.0
291892147005,"Block Group, St. Louis County, Missouri",1337,534,74043,51,9.7,34,6.5,10,2.0,240,60,180,18.0,227,133,93,17.0,35.0,149,28.0,42,8.0,165,31.0,42,8.0,0,0.0,534,42,8.0,21,4.0
291892147006,"Block Group, St. Louis County, Missouri",1778,711,46266,68,9.7,46,6.5,14,2.0,320,80,240,18.0,302,177,124,17.0,35.0,199,28.0,56,8.0,220,31.0,56,8.0,0,0.0,711,56,8.0,28,4.0
291892147007,"Block Group, St. Louis County, Missouri",1411,564,83590,54,9.7,36,6.5,11,2.0,253,63,190,18.0,239,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892148001,"Block Group, St. Louis County, Missouri",1110,444,102314,43,9.7,28,6.5,8,2.0,199,49,149,18.0,188,111,77,17.0,35.0,124,28.0,35,8.0,137,31.0,35,8.0,0,0.0,444,35,8.0,17,4.0
291892148002,"Block Group, St. Louis County, Missouri",1730,692,77523,67,9.7,44,6.5,13,2.0,311,77,233,18.0,294,173,121,17.0,35.0,193,28.0,55,8.0,214,31.0,55,8.0,0,0.0,692,55,8.0,27,4.0
291892148003,"Block Group, St. Louis County, Missouri",1305,522,75620,50,9.7,33,6.5,10,2.0,234,58,176,18.0,221,130,91,17.0,35.0,146,28.0,41,8.0,161,31.0,41,8.0,0,0.0,522,41,8.0,20,4.0
291892148004,"Block Group, St. Louis County, Missouri",1134,453,61818,43,9.7,29,6.5,9,2.0,204,51,153,18.0,192,113,79,17.0,35.0,126,28.0,36,8.0,140,31.0,36,8.0,0,0.0,453,36,8.0,18,4.0
291892148005,"Block Group, St. Louis County, Missouri",1894,757,96861,73,9.7,49,6.5,15,2.0,340,85,255,18.0,321,189,132,17.0,35.0,211,28.0,60,8.0,234,31.0,60,8.0,0,0.0,757,60,8.0,30,4.0
291892149011,"Block Group, St. Louis County, Missouri",1660,664,65025,64,9.7,43,6.5,13,2.0,298,74,224,18.0,282,166,116,17.0,35.0,185,28.0,53,8.0,205,31.0,53,8.0,0,0.0,664,53,8.0,26,4.0
291892149012,"Block Group, St. Louis County, Missouri",2176,870,111143,84,9.7,56,6.5,17,2.0,391,97,293,18.0,369,217,152,17.0,35.0,243,28.0,69,8.0,269,31.0,69,8.0,0,0.0,870,69,8.0,34,4.0
291892149021,"Block Group, St. Louis County, Missouri",1415,566,67877,54,9.7,36,6.5,11,2.0,254,63,191,18.0,240,141,99,17.0,35.0,158,28.0,45,8.0,175,31.0,45,8.0,0,0.0,566,45,8.0,22,4.0
291892149022,"Block Group, St. Louis County, Missouri",991,396,87719,38,9.7,25,6.5,7,2.0,178,44,133,18.0,168,99,69,17.0,35.0,110,28.0,31,8.0,122,31.0,31,8.0,0,0.0,396,31,8.0,15,4.0
291892150011,"Block Group, St. Louis County, Missouri",972,388,80927,37,9.7,25,6.5,7,2.0,174,43,131,18.0,165,97,68,17.0,35.0,108,28.0,31,8.0,120,31.0,31,8.0,0,0.0,388,31,8.0,15,4.0
291892150012,"Block Group, St. Louis County, Missouri",1777,710,58838,68,9.7,46,6.5,14,2.0,319,79,239,18.0,302,177,124,17.0,35.0,198,28.0,56,8.0,220,31.0,56,8.0,0,0.0,710,56,8.0,28,4.0
291892150031,"Block Group, St. Louis County, Missouri",2146,858,104941,83,9.7,55,6.5,17,2.0,386,96,289,18.0,364,214,150,17.0,35.0,240,28.0,68,8.0,265,31.0,68,8.0,0,0.0,858,68,8.0,34,4.0
291892150032,"Block Group, St. Louis County, Missouri",842,336,60236,32,9.7,21,6.5,6,2.0,151,37,113,18.0,143,84,58,17.0,35.0,94,28.0,26,8.0,104,31.0,26,8.0,0,0.0,336,26,8.0,13,4.0
291892150033,"Block Group, St. Louis County, Missouri",1226,490,65973,47,9.7,31,6.5,9,2.0,220,55,165,18.0,208,122,85,17.0,35.0,137,28.0,39,8.0,151,31.0,39,8.0,0,0.0,490,39,8.0,19,4.0
291892150041,"Block Group, St. Louis County, Missouri",1233,493,42723,47,9.7,32,6.5,9,2.0,221,55,166,18.0,209,123,86,17.0,35.0,138,28.0,39,8.0,152,31.0,39,8.0,0,0.0,493,39,8.0,19,4.0
291892150042,"Block Group, St. Louis County, Missouri",1248,499,108483,48,9.7,32,6.5,9,2.0,224,56,168,18.0,212,124,87,17.0,35.0,139,28.0,39,8.0,154,31.0,39,8.0,0,0.0,499,39,8.0,19,4.0
291892150043,"Block Group, St. Louis County, Missouri",891,356,77344,34,9.7,23,6.5,7,2.0,160,40,120,18.0,151,89,62,17.0,35.0,99,28.0,28,8.0,110,31.0,28,8.0,0,0.0,356,28,8.0,14,4.0
291892150051,"Block Group, St. Louis County, Missouri",741,296,91014,28,9.7,19,6.5,5,2.0,133,33,100,18.0,125,74,51,17.0,35.0,82,28.0,23,8.0,91,31.0,23,8.0,0,0.0,296,23,8.0,11,4.0
291892150052,"Block Group, St. Louis County, Missouri",1249,499,110551,48,9.7,32,6.5,9,2.0,224,56,168,18.0,212,124,87,17.0,35.0,139,28.0,39,8.0,154,31.0,39,8.0,0,0.0,499,39,8.0,19,4.0
291892150053,"Block Group, St. Louis County, Missouri",1423,569,75858,55,9.7,36,6.5,11,2.0,256,64,192,18.0,241,142,99,17.0,35.0,159,28.0,45,8.0,176,31.0,45,8.0,0,0.0,569,45,8.0,22,4.0
291892150054,"Block Group, St. Louis County, Missouri",1561,624,73847,60,9.7,40,6.5,12,2.0,280,70,210,18.0,265,156,109,17.0,35.0,174,28.0,49,8.0,193,31.0,49,8.0,0,0.0,624,49,8.0,24,4.0
291892150055,"Block Group, St. Louis County, Missouri",801,320,85970,31,9.7,20,6.5,6,2.0,144,36,108,18.0,136,80,56,17.0,35.0,89,28.0,25,8.0,99,31.0,25,8.0,0,0.0,320,25,8.0,12,4.0
291892151021,"Block Group, St. Louis County, Missouri",1269,507,83935,49,9.7,32,6.5,10,2.0,228,57,171,18.0,215,126,88,17.0,35.0,141,28.0,40,8.0,157,31.0,40,8.0,0,0.0,507,40,8.0,20,4.0
291892151022,"Block Group, St. Louis County, Missouri",1490,596,73786,57,9.7,38,6.5,11,2.0,268,67,201,18.0,253,149,104,17.0,35.0,166,28.0,47,8.0,184,31.0,47,8.0,0,0.0,596,47,8.0,23,4.0
291892151023,"Block Group, St. Louis County, Missouri",1509,603,107506,58,9.7,39,6.5,12,2.0,271,67,203,18.0,256,150,105,17.0,35.0,168,28.0,48,8.0,186,31.0,48,8.0,0,0.0,603,48,8.0,24,4.0
291892151031,"Block Group, St. Louis County, Missouri",894,357,107502,34,9.7,23,6.5,7,2.0,160,40,120,18.0,151,89,62,17.0,35.0,99,28.0,28,8.0,110,31.0,28,8.0,0,0.0,357,28,8.0,14,4.0
291892151051,"Block Group, St. Louis County, Missouri",1242,496,69941,48,9.7,32,6.5,9,2.0,223,55,167,18.0,211,124,86,17.0,35.0,138,28.0,39,8.0,153,31.0,39,8.0,0,0.0,496,39,8.0,19,4.0
291892151052,"Block Group, St. Louis County, Missouri",2315,926,83766,89,9.7,60,6.5,18,2.0,416,104,312,18.0,393,231,162,17.0,35.0,259,28.0,74,8.0,287,31.0,74,8.0,0,0.0,926,74,8.0,37,4.0
291892151411,"Block Group, St. Louis County, Missouri",1890,756,93704,73,9.7,49,6.5,15,2.0,340,85,255,18.0,321,189,132,17.0,35.0,211,28.0,60,8.0,234,31.0,60,8.0,0,0.0,756,60,8.0,30,4.0
291892151412,"Block Group, St. Louis County, Missouri",664,265,83253,25,9.7,17,6.5,5,2.0,119,29,89,18.0,112,66,46,17.0,35.0,74,28.0,21,8.0,82,31.0,21,8.0,0,0.0,265,21,8.0,10,4.0
291892151413,"Block Group, St. Louis County, Missouri",1128,451,61314,43,9.7,29,6.5,9,2.0,203,50,152,18.0,191,112,78,17.0,35.0,126,28.0,36,8.0,139,31.0,36,8.0,0,0.0,451,36,8.0,18,4.0
291892151431,"Block Group, St. Louis County, Missouri",627,250,82975,24,9.7,16,6.5,5,2.0,112,28,84,18.0,106,62,43,17.0,35.0,70,28.0,20,8.0,77,31.0,20,8.0,0,0.0,250,20,8.0,10,4.0
291892151432,"Block Group, St. Louis County, Missouri",1577,630,87301,61,9.7,40,6.5,12,2.0,283,70,212,18.0,268,157,110,17.0,35.0,176,28.0,50,8.0,195,31.0,50,8.0,0,0.0,630,50,8.0,25,4.0
291892151441,"Block Group, St. Louis County, Missouri",1217,486,69463,47,9.7,31,6.5,9,2.0,219,54,164,18.0,206,121,85,17.0,35.0,136,28.0,38,8.0,150,31.0,38,8.0,0,0.0,486,38,8.0,19,4.0
291892151442,"Block Group, St. Louis County, Missouri",943,377,73113,36,9.7,24,6.5,7,2.0,169,42,127,18.0,160,94,66,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,377,30,8.0,15,4.0
291892151443,"Block Group, St. Louis County, Missouri",924,369,78391,35,9.7,23,6.5,7,2.0,166,41,124,18.0,157,92,64,17.0,35.0,103,28.0,29,8.0,114,31.0,29,8.0,0,0.0,369,29,8.0,14,4.0
291892151444,"Block Group, St. Louis County, Missouri",1330,532,68001,51,9.7,34,6.5,10,2.0,239,59,179,18.0,226,133,93,17.0,35.0,148,28.0,42,8.0,164,31.0,42,8.0,0,0.0,532,42,8.0,21,4.0
291892151451,"Block Group, St. Louis County, Missouri",1246,498,70036,48,9.7,32,6.5,9,2.0,224,56,168,18.0,211,124,87,17.0,35.0,139,28.0,39,8.0,154,31.0,39,8.0,0,0.0,498,39,8.0,19,4.0
291892151452,"Block Group, St. Louis County, Missouri",1338,535,89047,51,9.7,34,6.5,10,2.0,240,60,180,18.0,227,133,93,17.0,35.0,149,28.0,42,8.0,165,31.0,42,8.0,0,0.0,535,42,8.0,21,4.0
291892151453,"Block Group, St. Louis County, Missouri",1411,564,88523,54,9.7,36,6.5,11,2.0,253,63,190,18.0,239,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892151454,"Block Group, St. Louis County, Missouri",675,270,75760,26,9.7,17,6.5,5,2.0,121,30,91,18.0,114,67,47,17.0,35.0,75,28.0,21,8.0,83,31.0,21,8.0,0,0.0,270,21,8.0,10,4.0
291892151461,"Block Group, St. Louis County, Missouri",1451,580,91058,56,9.7,37,6.5,11,2.0,261,65,195,18.0,246,145,101,17.0,35.0,162,28.0,46,8.0,179,31.0,46,8.0,0,0.0,580,46,8.0,23,4.0
291892151462,"Block Group, St. Louis County, Missouri",697,278,83828,26,9.7,18,6.5,5,2.0,125,31,94,18.0,118,69,48,17.0,35.0,77,28.0,22,8.0,86,31.0,22,8.0,0,0.0,278,22,8.0,11,4.0
291892152011,"Block Group, St. Louis County, Missouri",1824,729,78761,70,9.7,47,6.5,14,2.0,328,82,246,18.0,310,182,127,17.0,35.0,204,28.0,58,8.0,225,31.0,58,8.0,0,0.0,729,58,8.0,29,4.0
291892152012,"Block Group, St. Louis County, Missouri",1301,520,88197,50,9.7,33,6.5,10,2.0,234,58,175,18.0,221,130,91,17.0,35.0,145,28.0,41,8.0,161,31.0,41,8.0,0,0.0,520,41,8.0,20,4.0
291892152013,"Block Group, St. Louis County, Missouri",1439,575,91560,55,9.7,37,6.5,11,2.0,259,64,194,18.0,244,143,100,17.0,35.0,161,28.0,46,8.0,178,31.0,46,8.0,0,0.0,575,46,8.0,23,4.0
291892152014,"Block Group, St. Louis County, Missouri",1369,547,83728,53,9.7,35,6.5,10,2.0,246,61,184,18.0,232,136,95,17.0,35.0,153,28.0,43,8.0,169,31.0,43,8.0,0,0.0,547,43,8.0,21,4.0
291892152311,"Block Group, St. Louis County, Missouri",1025,410,78884,39,9.7,26,6.5,8,2.0,184,46,138,18.0,174,102,71,17.0,35.0,114,28.0,32,8.0,127,31.0,32,8.0,0,0.0,410,32,8.0,16,4.0
291892152312,"Block Group, St. Louis County, Missouri",1843,737,78378,71,9.7,47,6.5,14,2.0,331,82,248,18.0,313,184,129,17.0,35.0,206,28.0,58,8.0,228,31.0,58,8.0,0,0.0,737,58,8.0,29,4.0
291892152331,"Block Group, St. Louis County, Missouri",1272,508,74068,49,9.7,33,6.5,10,2.0,228,57,171,18.0,216,127,89,17.0,35.0,142,28.0,40,8.0,157,31.0,40,8.0,0,0.0,508,40,8.0,20,4.0
291892152332,"Block Group, St. Louis County, Missouri",1656,662,68620,64,9.7,43,6.5,13,2.0,298,74,223,18.0,281,165,115,17.0,35.0,185,28.0,52,8.0,205,31.0,52,8.0,0,0.0,662,52,8.0,26,4.0
291892152333,"Block Group, St. Louis County, Missouri",1706,682,67386,66,9.7,44,6.5,13,2.0,307,76,230,18.0,290,170,119,17.0,35.0,190,28.0,54,8.0,211,31.0,54,8.0,0,0.0,682,54,8.0,27,4.0
291892152341,"Block Group, St. Louis County, Missouri",914,365,84530,35,9.7,23,6.5,7,2.0,164,41,123,18.0,155,91,63,17.0,35.0,102,28.0,29,8.0,113,31.0,29,8.0,0,0.0,365,29,8.0,14,4.0
291892152351,"Block Group, St. Louis County, Missouri",1392,556,85904,53,9.7,36,6.5,11,2.0,250,62,187,18.0,236,139,97,17.0,35.0,155,28.0,44,8.0,172,31.0,44,8.0,0,0.0,556,44,8.0,22,4.0
291892152352,"Block Group, St. Louis County, Missouri",1767,706,75253,68,9.7,45,6.5,14,2.0,318,79,238,18.0,300,176,123,17.0,35.0,197,28.0,56,8.0,218,31.0,56,8.0,0,0.0,706,56,8.0,28,4.0
291892152353,"Block Group, St. Louis County, Missouri",1518,607,67793,58,9.7,39,6.5,12,2.0,273,68,204,18.0,258,151,106,17.0,35.0,169,28.0,48,8.0,188,31.0,48,8.0,0,0.0,607,48,8.0,24,4.0
291892152361,"Block Group, St. Louis County, Missouri",1846,738,90927,71,9.7,47,6.5,14,2.0,332,83,249,18.0,313,184,129,17.0,35.0,206,28.0,59,8.0,228,31.0,59,8.0,0,0.0,738,59,8.0,29,4.0
291892152362,"Block Group, St. Louis County, Missouri",1555,622,84259,60,9.7,40,6.5,12,2.0,279,69,209,18.0,264,155,108,17.0,35.0,174,28.0,49,8.0,192,31.0,49,8.0,0,0.0,622,49,8.0,24,4.0
291892153011,"Block Group, St. Louis County, Missouri",1024,409,76530,39,9.7,26,6.5,8,2.0,184,46,138,18.0,174,102,71,17.0,35.0,114,28.0,32,8.0,126,31.0,32,8.0,0,0.0,409,32,8.0,16,4.0
291892153012,"Block Group, St. Louis County, Missouri",1541,616,81153,59,9.7,40,6.5,12,2.0,277,69,208,18.0,261,154,107,17.0,35.0,172,28.0,49,8.0,190,31.0,49,8.0,0,0.0,616,49,8.0,24,4.0
291892153013,"Block Group, St. Louis County, Missouri",1389,555,61043,53,9.7,36,6.5,11,2.0,250,62,187,18.0,236,138,97,17.0,35.0,155,28.0,44,8.0,172,31.0,44,8.0,0,0.0,555,44,8.0,22,4.0
291892153021,"Block Group, St. Louis County, Missouri",1412,564,71062,54,9.7,36,6.5,11,2.0,254,63,190,18.0,240,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892153022,"Block Group, St. Louis County, Missouri",904,361,79120,35,9.7,23,6.5,7,2.0,162,40,122,18.0,153,90,63,17.0,35.0,101,28.0,28,8.0,111,31.0,28,8.0,0,0.0,361,28,8.0,14,4.0
291892153023,"Block Group, St. Louis County, Missouri",593,237,91919,22,9.7,15,6.5,4,2.0,106,26,80,18.0,100,59,41,17.0,35.0,66,28.0,18,8.0,73,31.0,18,8.0,0,0.0,237,18,8.0,9,4.0
291892153024,"Block Group, St. Louis County, Missouri",1682,672,80639,65,9.7,43,6.5,13,2.0,302,75,227,18.0,285,168,117,17.0,35.0,188,28.0,53,8.0,208,31.0,53,8.0,0,0.0,672,53,8.0,26,4.0
291892154001,"Block Group, St. Louis County, Missouri",940,376,67260,36,9.7,24,6.5,7,2.0,169,42,126,18.0,159,94,65,17.0,35.0,105,28.0,30,8.0,116,31.0,30,8.0,0,0.0,376,30,8.0,15,4.0
291892154002,"Block Group, St. Louis County, Missouri",1279,511,45084,49,9.7,33,6.5,10,2.0,230,57,172,18.0,217,127,89,17.0,35.0,143,28.0,40,8.0,158,31.0,40,8.0,0,0.0,511,40,8.0,20,4.0
291892154003,"Block Group, St. Louis County, Missouri",1412,564,91407,54,9.7,36,6.5,11,2.0,254,63,190,18.0,240,141,98,17.0,35.0,157,28.0,45,8.0,174,31.0,45,8.0,0,0.0,564,45,8.0,22,4.0
291892154004,"Block Group, St. Louis County, Missouri",1214,485,74024,47,9.7,31,6.5,9,2.0,218,54,163,18.0,206,121,84,17.0,35.0,135,28.0,38,8.0,150,31.0,38,8.0,0,0.0,485,38,8.0,19,4.0
291892154005,"Block Group, St. Louis County, Missouri",1413,565,86700,54,9.7,36,6.5,11,2.0,254,63,190,18.0,240,141,98,17.0,35.0,158,28.0,45,8.0,175,31.0,45,8.0,0,0.0,565,45,8.0,22,4.0
291892155001,"Block Group, St. Louis County, Missouri",1779,711,81716,68,9.7,46,6.5,14,2.0,320,80,240,18.0,302,177,124,17.0,35.0,199,28.0,56,8.0,220,31.0,56,8.0,0,0.0,711,56,8.0,28,4.0
291892155002,"Block Group, St. Louis County, Missouri",1062,424,74522,41,9.7,27,6.5,8,2.0,191,47,143,18.0,180,106,74,17.0,35.0,118,28.0,33,8.0,131,31.0,33,8.0,0,0.0,424,33,8.0,16,4.0
291892155003,"Block Group, St. Louis County, Missouri",1413,565,104784,54,9.7,36,6.5,11,2.0,254,63,190,18.0,240,141,98,17.0,35.0,158,28.0,45,8.0,175,31.0,45,8.0,0,0.0,565,45,8.0,22,4.0
291892155004,"Block Group, St. Louis County, Missouri",1211,484,65653,46,9.7,31,6.5,9,2.0,217,54,163,18.0,205,121,84,17.0,35.0,135,28.0,38,8.0,150,31.0,38,8.0,0,0.0,484,38,8.0,19,4.0
291892156001,"Block Group, St. Louis County, Missouri",990,396,49995,38,9.7,25,6.5,7,2.0,178,44,133,18.0,168,99,69,17.0,35.0,110,28.0,31,8.0,122,31.0,31,8.0,0,0.0,396,31,8.0,15,4.0
291892156002,"Block Group, St. Louis County, Missouri",1472,588,61021,57,9.7,38,6.5,11,2.0,264,66,198,18.0,250,147,103,17.0,35.0,164,28.0,47,8.0,182,31.0,47,8.0,0,0.0,588,47,8.0,23,4.0
